,T2,RRR,PE,HBV_snowpack,HBV_soil_moisture,HBV_AET,HBV_upper_gw,HBV_lower_gw,Q_HBV,DDM_smb,DDM_accumulation_rate,DDM_ice_melt_rate,DDM_snow_melt_rate,DDM_total_melt,Q_DDM,Qobs,Q_Total
2011-05-16,1.243,1.097,0.966,116.262,155.269,0.861,0.0,2.029,0.038,-2.643,0.484,0.0,3.128,3.128,3.128,0.0,3.166
2011-05-17,-0.093,8.112,0.657,121.964,154.685,0.583,0.0,1.948,0.057,8.112,8.112,0.0,0.0,0.0,0.0,0.0,0.057
2011-05-18,-1.106,1.103,0.475,123.013,154.265,0.42,0.0,1.87,0.077,1.103,1.103,0.0,0.0,0.0,0.0,0.0,0.077
2011-05-19,-3.108,8.679,0.183,129.865,154.104,0.161,0.0,1.795,0.086,8.679,8.679,0.0,0.0,0.0,0.0,0.0,0.086
2011-05-20,-3.252,8.217,0.185,136.431,153.941,0.163,0.0,1.723,0.083,8.217,8.217,0.0,0.0,0.0,0.0,0.0,0.083
2011-05-21,-4.035,6.66,0.092,142.102,153.86,0.081,0.0,1.654,0.076,6.66,6.66,0.0,0.0,0.0,0.0,0.0,0.076
2011-05-22,-6.627,0.01,0.0,143.766,153.86,0.0,0.0,1.588,0.07,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.07
2011-05-23,-4.915,0.118,0.008,145.077,153.853,0.007,0.0,1.525,0.067,0.118,0.118,0.0,0.0,0.0,0.0,0.0,0.067
2011-05-24,-3.42,0.0,0.178,145.932,153.697,0.156,0.0,1.464,0.065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.065
2011-05-25,-1.389,0.605,0.52,146.703,153.24,0.457,0.0,1.405,0.063,0.605,0.605,0.0,0.0,0.0,0.0,0.0,0.063
2011-05-26,-0.058,0.515,0.742,147.078,152.59,0.65,0.0,1.349,0.061,0.515,0.515,0.0,0.0,0.0,0.0,0.0,0.061
2011-05-27,-1.374,1.481,0.429,148.458,152.216,0.374,0.0,1.295,0.058,1.481,1.481,0.0,0.0,0.0,0.0,0.0,0.058
2011-05-28,-2.006,0.974,0.304,149.641,151.951,0.265,0.0,1.243,0.056,0.974,0.974,0.0,0.0,0.0,0.0,0.0,0.056
2011-05-29,-0.587,0.259,0.53,149.969,151.491,0.461,0.0,1.194,0.053,0.259,0.259,0.0,0.0,0.0,0.0,0.0,0.053
2011-05-30,0.647,0.931,0.7,146.732,151.25,0.607,0.0,1.687,0.053,-0.772,0.688,0.0,1.46,1.46,1.46,0.0,1.513
2011-05-31,1.013,2.701,0.864,141.669,151.565,0.752,0.127,3.06,0.061,-0.979,1.503,0.0,2.483,2.483,2.483,0.0,2.544
2011-06-01,-0.304,4.457,0.624,144.864,151.025,0.54,0.0,3.059,0.084,4.457,4.457,0.0,0.0,0.0,0.0,0.7698247698247698,0.084
2011-06-02,-0.079,2.575,0.657,146.686,150.458,0.567,0.0,2.937,0.114,2.575,2.575,0.0,0.0,0.0,0.0,1.7449361449361451,0.114
2011-06-03,-0.73,8.509,0.521,152.825,150.01,0.448,0.0,2.819,0.132,8.509,8.509,0.0,0.0,0.0,0.0,1.2573804573804577,0.132
2011-06-04,0.582,0.394,0.735,149.914,149.537,0.63,0.0,2.934,0.131,-0.973,0.304,0.0,1.278,1.278,1.278,1.2573804573804577,1.409
2011-06-05,0.808,2.74,0.764,145.875,150.325,0.659,0.617,4.256,0.13,-0.103,1.806,0.0,1.909,1.909,1.909,1.2573804573804577,2.039
2011-06-06,1.06,1.346,0.846,140.577,152.444,0.741,3.242,5.526,0.161,-1.897,0.717,0.0,2.614,2.614,2.614,1.2573804573804577,2.775
2011-06-07,0.121,5.063,0.633,139.971,154.121,0.559,4.948,6.745,0.259,5.063,5.063,0.0,0.0,0.0,0.0,0.7698247698247698,0.259
2011-06-08,0.117,3.408,0.627,139.384,155.117,0.558,5.619,7.915,0.415,3.408,3.408,0.0,0.0,0.0,0.0,0.7698247698247698,0.415
2011-06-09,0.084,4.476,0.577,138.964,156.474,0.518,6.788,9.038,0.578,4.476,4.476,0.0,0.0,0.0,0.0,1.2573804573804577,0.578
2011-06-10,-0.029,4.505,0.494,142.125,156.032,0.441,4.998,10.117,0.699,4.505,4.505,0.0,0.0,0.0,0.0,1.2573804573804577,0.699
2011-06-11,1.772,0.329,0.83,133.264,158.941,0.757,9.057,11.152,0.772,-4.551,0.058,0.0,4.609,4.609,4.609,0.7698247698247698,5.381
2011-06-12,3.335,0.801,1.218,116.591,164.757,1.155,18.641,12.146,0.877,-8.984,0.0,0.0,8.984,8.984,8.984,3.361568161568161,9.861
2011-06-13,2.714,3.422,1.068,103.022,169.969,1.044,27.625,13.1,1.149,-7.246,0.0,0.0,7.246,7.246,7.246,14.908939708939707,8.395
2011-06-14,1.971,10.774,0.865,93.165,176.024,0.865,38.577,14.016,1.642,-4.335,0.832,0.0,5.167,5.167,5.167,11.496049896049895,6.808999999999999
2011-06-15,0.734,5.667,0.615,89.495,178.28,0.615,41.494,14.896,2.259,2.242,3.945,0.0,1.702,1.702,1.702,6.3125631125631125,3.961
2011-06-16,0.949,7.809,0.692,84.753,181.324,0.692,46.572,15.74,2.823,2.294,4.597,0.0,2.303,2.303,2.303,7.56994356994357,5.1259999999999994
2011-06-17,0.647,7.159,0.639,81.518,183.63,0.639,49.939,16.55,3.221,3.835,5.294,0.0,1.459,1.459,1.459,6.3125631125631125,4.68
2011-06-18,0.598,10.303,0.621,78.528,186.617,0.621,55.209,17.328,3.484,6.549,7.871,0.0,1.322,1.322,1.322,6.928422928422928,4.806
2011-06-19,0.394,9.923,0.591,76.56,189.091,0.591,59.282,18.075,3.714,7.846,8.596,0.0,0.749,0.749,0.749,6.3125631125631125,4.463
2011-06-20,0.474,5.437,0.554,74.19,190.496,0.554,60.353,18.792,3.961,3.517,4.491,0.0,0.974,0.974,0.974,6.3125631125631125,4.935
2011-06-21,1.192,1.215,0.692,68.228,191.655,0.692,61.213,19.48,4.19,-2.419,0.567,0.0,2.986,2.986,2.986,5.696703296703298,7.176
2011-06-22,1.444,1.298,0.737,61.007,193.074,0.737,63.124,20.141,4.35,-3.248,0.443,0.0,3.691,3.691,3.691,5.696703296703298,8.041
